city,state_id,state_name
Burleson,TX,Texas
La Mirada,CA,California
Farmers Branch,TX,Texas
East Lansing,MI,Michigan
Uniontown,PA,Pennsylvania
Jeffersonville,IN,Indiana
Winder,GA,Georgia
Wauwatosa,WI,Wisconsin
Littleton,CO,Colorado
Cumberland,MD,Maryland
Cedar Hill,TX,Texas
Carrollton,GA,Georgia
Rancho Santa Margarita,CA,California
Beavercreek,OH,Ohio
Niagara Falls,NY,New York
McLean,VA,Virginia
North Highlands,CA,California
East Providence,RI,Rhode Island
Florin,CA,California
East Honolulu,HI,Hawaii
Chesterfield,MO,Missouri
Covina,CA,California
Bothell,WA,Washington
Glenview,IL,Illinois
Mentor,OH,Ohio
Keller,TX,Texas
Danville,IL,Illinois
Spring Hill,TN,Tennessee
Roseville,MI,Michigan
Elmhurst,IL,Illinois
New Philadelphia,OH,Ohio
Sandusky,OH,Ohio
El Dorado Hills,CA,California
Salina,KS,Kansas
Euclid,OH,Ohio
Kingman,AZ,Arizona
Everett,MA,Massachusetts
Farmington,MO,Missouri
Weatherford,TX,Texas
Middletown,CT,Connecticut
Roseburg,OR,Oregon
Biloxi,MS,Mississippi
Leavenworth,KS,Kansas
Fort Pierce,FL,Florida
Winter Garden,FL,Florida
Oro Valley,AZ,Arizona
Morgan Hill,CA,California
Potomac,MD,Maryland
Pinehurst,NC,North Carolina
Danville,VA,Virginia
Rockwall,TX,Texas
Coachella,CA,California
Wake Forest,NC,North Carolina
Pearl City,HI,Hawaii
Tupelo,MS,Mississippi
Attleboro,MA,Massachusetts
Pine Bluff,AR,Arkansas
Oakland Park,FL,Florida
Marion,OH,Ohio
Hilo,HI,Hawaii
Lufkin,TX,Texas
Altadena,CA,California
Manitowoc,WI,Wisconsin
Lake Ridge,VA,Virginia
Selma,CA,California
Strongsville,OH,Ohio
Danville,CA,California
Quincy,IL,Illinois
Lancaster,OH,Ohio
Riverton,UT,Utah
The Colony,TX,Texas
Urbandale,IA,Iowa
Plainfield,IL,Illinois
Lombard,IL,Illinois
Prescott,AZ,Arizona
North Lauderdale,FL,Florida
Eureka,CA,California
Hackensack,NJ,New Jersey
Sayreville,NJ,New Jersey
Altamonte Springs,FL,Florida
Del Rio,TX,Texas
Cleveland Heights,OH,Ohio
Bountiful,UT,Utah
Desert Hot Springs,CA,California
Peachtree Corners,GA,Georgia
Haltom City,TX,Texas
Ormond Beach,FL,Florida
Cutler Bay,FL,Florida
Trujillo Alto,PR,Puerto Rico
Adrian,MI,Michigan
Goose Creek,SC,South Carolina
Moorhead,MN,Minnesota
Westfield,IN,Indiana
Concord,NH,New Hampshire
Annandale,VA,Virginia
Rohnert Park,CA,California
Brea,CA,California
Klamath Falls,OR,Oregon
Salem,MA,Massachusetts
Channelview,TX,Texas
North Miami Beach,FL,Florida
Whitney,NV,Nevada
Freeport,NY,New York
Centralia,WA,Washington
Gallatin,TN,Tennessee
Stevens Point,WI,Wisconsin
San Bruno,CA,California
Burke,VA,Virginia
Brentwood,TN,Tennessee
North Fort Myers,FL,Florida
Hicksville,NY,New York
West Babylon,NY,New York
Edmonds,WA,Washington
Apache Junction,AZ,Arizona
Fairfield,OH,Ohio
Oakley,CA,California
Hutchinson,KS,Kansas
Greenwood,SC,South Carolina
Richmond,IN,Indiana
Linden,NJ,New Jersey
Puyallup,WA,Washington
Huntsville,TX,Texas
Urbana,IL,Illinois
Beverly,MA,Massachusetts
Clovis,NM,New Mexico
Statesboro,GA,Georgia
Hobbs,NM,New Mexico
McMinnville,OR,Oregon
Schertz,TX,Texas
Bell Gardens,CA,California
Oviedo,FL,Florida
Odenton,MD,Maryland
Grove City,OH,Ohio
Campbell,CA,California
Wentzville,MO,Missouri
Woonsocket,RI,Rhode Island
La Quinta,CA,California
Weslaco,TX,Texas
Zanesville,OH,Ohio
Newnan,GA,Georgia
Shakopee,MN,Minnesota
Brighton,CO,Colorado
Catonsville,MD,Maryland
Rancho Palos Verdes,CA,California
Mableton,GA,Georgia
Coppell,TX,Texas
Linton Hall,VA,Virginia
Moline,IL,Illinois
Delaware,OH,Ohio
Westfield,MA,Massachusetts
Shelton,CT,Connecticut
Greenacres,FL,Florida
Westerville,OH,Ohio
Manassas,VA,Virginia
Kearny,NJ,New Jersey
Los Banos,CA,California
Richmond,KY,Kentucky
Spanish Fork,UT,Utah
Belleville,IL,Illinois
Maplewood,MN,Minnesota
Wilkes-Barre,PA,Pennsylvania
Pottsville,PA,Pennsylvania
Columbia,TN,Tennessee
Bartlett,IL,Illinois
Bluefield,WV,West Virginia
Fitchburg,MA,Massachusetts
Marion,IN,Indiana
Cedar Falls,IA,Iowa
Buffalo Grove,IL,Illinois
Jamestown,NY,New York
Woodlawn,MD,Maryland
Clarksburg,WV,West Virginia
Royal Palm Beach,FL,Florida
Marion,IA,Iowa
Covington,KY,Kentucky
Coram,NY,New York
Friendswood,TX,Texas
Indian Trail,NC,North Carolina
Woburn,MA,Massachusetts
The Acreage,FL,Florida
Holyoke,MA,Massachusetts
Montclair,CA,California
South Valley,NM,New Mexico
Torrington,CT,Connecticut
Cedar City,UT,Utah
San Gabriel,CA,California
Hallandale Beach,FL,Florida
Crystal Lake,IL,Illinois
Calexico,CA,California
Lake Oswego,OR,Oregon
Amherst,MA,Massachusetts
Muskogee,OK,Oklahoma
Romeoville,IL,Illinois
Plant City,FL,Florida
Keizer,OR,Oregon
New Berlin,WI,Wisconsin
Chelsea,MA,Massachusetts
La Puente,CA,California
Roy,UT,Utah
Security-Widefield,CO,Colorado
Marlborough,MA,Massachusetts
Milton,GA,Georgia
Issaquah,WA,Washington
Waipahu,HI,Hawaii
Essex,MD,Maryland
Bartlesville,OK,Oklahoma
Lancaster,TX,Texas
Streamwood,IL,Illinois
Germantown,TN,Tennessee
Annapolis,MD,Maryland
Carol Stream,IL,Illinois
Asheboro,NC,North Carolina
Culver City,CA,California
Kalispell,MT,Montana
Arecibo,PR,Puerto Rico
Lynnwood,WA,Washington
Mooresville,NC,North Carolina
Brookfield,WI,Wisconsin
Crestview,FL,Florida
Horizon West,FL,Florida
Clinton,MD,Maryland
Moses Lake,WA,Washington
New Castle,PA,Pennsylvania
Olive Branch,MS,Mississippi
Enterprise,AL,Alabama
Sun City,AZ,Arizona
Frankfort,KY,Kentucky
Northglenn,CO,Colorado
Warren,OH,Ohio
Duncanville,TX,Texas
Hurst,TX,Texas
Clermont,FL,Florida
Wheeling,IL,Illinois
Fort Lee,NJ,New Jersey
Pacifica,CA,California
Lake Worth,FL,Florida
Lebanon,TN,Tennessee
Kendall West,FL,Florida
Land O' Lakes,FL,Florida
Eagle Mountain,UT,Utah
Reynoldsburg,OH,Ohio
Oxford,MS,Mississippi
Rosenberg,TX,Texas
Martinez,CA,California
Pleasant Grove,UT,Utah
La Presa,CA,California
Severna Park,MD,Maryland
Huber Heights,OH,Ohio
Stanton,CA,California
East Meadow,NY,New York
Menomonee Falls,WI,Wisconsin
Granbury,TX,Texas
Waxahachie,TX,Texas
Valrico,FL,Florida
Mission Bend,TX,Texas
Holly Springs,NC,North Carolina
Butler,PA,Pennsylvania
Albertville,AL,Alabama
London,KY,Kentucky
Egypt Lake-Leto,FL,Florida
Cottage Grove,MN,Minnesota
Kailua,HI,Hawaii
St. Marys,GA,Georgia
Mechanicsville,VA,Virginia
Richmond West,FL,Florida
Cleburne,TX,Texas
Valley Stream,NY,New York
Hanover Park,IL,Illinois
Oswego,NY,New York
Navarre,FL,Florida
Oregon City,OR,Oregon
Winter Springs,FL,Florida
Parkland,WA,Washington
Pahrump,NV,Nevada
Carpentersville,IL,Illinois
Wildomar,CA,California
Greenfield,WI,Wisconsin
Braintree,MA,Massachusetts
Rock Island,IL,Illinois
South Miami Heights,FL,Florida
Evans,GA,Georgia
West Fargo,ND,North Dakota
Mount Juliet,TN,Tennessee
San Juan,TX,Texas
Oakton,VA,Virginia
Georgetown,KY,Kentucky
Portage,IN,Indiana
Aventura,FL,Florida
Owasso,OK,Oklahoma
Commack,NY,New York
Park Ridge,IL,Illinois
Foley,AL,Alabama
New Albany,IN,Indiana
Benton,AR,Arkansas
Meridian,MS,Mississippi
Bettendorf,IA,Iowa
Dunedin,FL,Florida
Hilliard,OH,Ohio
Merritt Island,FL,Florida
Phenix City,AL,Alabama
Addison,IL,Illinois
West Hollywood,CA,California
Roseville,MN,Minnesota
Oakville,MO,Missouri
Tucker,GA,Georgia
Moorpark,CA,California
Richfield,MN,Minnesota
Monrovia,CA,California
Kearns,UT,Utah
Oak Creek,WI,Wisconsin
Lincoln Park,MI,Michigan
Claremont,CA,California
Oswego,IL,Illinois
Post Falls,ID,Idaho
Peachtree City,GA,Georgia
Lauderdale Lakes,FL,Florida
French Valley,CA,California
Portsmouth,OH,Ohio
Shawnee,OK,Oklahoma
Gillette,WY,Wyoming
Tooele,UT,Utah
Prattville,AL,Alabama
Woodburn,OR,Oregon
Watertown Town,MA,Massachusetts
Calumet City,IL,Illinois
San Juan Capistrano,CA,California
Foothill Farms,CA,California
Elmont,NY,New York
Franklin,WI,Wisconsin
Temple City,CA,California
Cooper City,FL,Florida
El Mirage,AZ,Arizona
Meadow Woods,FL,Florida
LaGrange,GA,Georgia
La Vergne,TN,Tennessee
Middletown,DE,Delaware
Mount Pleasant,MI,Michigan
Carrollwood,FL,Florida
Junction City,KS,Kansas
Inver Grove Heights,MN,Minnesota
Chillum,MD,Maryland
Monroe,NC,North Carolina
Randallstown,MD,Maryland
Bell,CA,California
Gahanna,OH,Ohio
Sanford,NC,North Carolina
Riviera Beach,FL,Florida
Wildwood,MO,Missouri
Upper Arlington,OH,Ohio
Auburn,CA,California
Plainfield,IN,Indiana
Westmont,CA,California
Oak Harbor,WA,Washington
Olney,MD,Maryland
Manhattan Beach,CA,California
New City,NY,New York
Owings Mills,MD,Maryland
La Porte,TX,Texas
Englewood,CO,Colorado
Brunswick,OH,Ohio
East Point,GA,Georgia
DeLand,FL,Florida
Martinez,GA,Georgia
Pleasant Hill,CA,California
Orangevale,CA,California
Merrillville,IN,Indiana
Stow,OH,Ohio
Buenaventura Lakes,FL,Florida
San Luis,AZ,Arizona
Oildale,CA,California
Calhoun,GA,Georgia
Leawood,KS,Kansas
Menlo Park,CA,California
Sun Prairie,WI,Wisconsin
Dakota Ridge,CO,Colorado
Arcata,CA,California
Lockport,NY,New York
Pullman,WA,Washington
Boardman,OH,Ohio
Nacogdoches,TX,Texas
Kearney,NE,Nebraska
Vestavia Hills,AL,Alabama
North Ridgeville,OH,Ohio
Socorro,TX,Texas
Randolph,MA,Massachusetts
Norristown,PA,Pennsylvania
Montgomery Village,MD,Maryland
Redmond,OR,Oregon
Firestone,CO,Colorado
Goshen,IN,Indiana
Butte,MT,Montana
Russellville,AR,Arkansas
Grass Valley,CA,California
Parkland,FL,Florida
University City,MO,Missouri
Midvale,UT,Utah
Golden Glades,FL,Florida
Franklin,MA,Massachusetts
Kennesaw,GA,Georgia
Adelanto,CA,California
Ken Caryl,CO,Colorado
Carlsbad,NM,New Mexico
University Place,WA,Washington
Chester,PA,Pennsylvania
Douglasville,GA,Georgia
Salisbury,NC,North Carolina
Laramie,WY,Wyoming
Lake Stevens,WA,Washington
Foster City,CA,California
Valparaiso,IN,Indiana
Fairborn,OH,Ohio
Estero,FL,Florida
Mason,OH,Ohio
Cottonwood Heights,UT,Utah
Kaneohe,HI,Hawaii
Sonoma,CA,California
Beverly Hills,CA,California
Galesburg,IL,Illinois
Warsaw,IN,Indiana
San Dimas,CA,California
Glendale Heights,IL,Illinois
Dana Point,CA,California
Midlothian,TX,Texas
Newark,DE,Delaware
Alamogordo,NM,New Mexico
Alabaster,AL,Alabama
Pikesville,MD,Maryland
Fair Oaks,VA,Virginia
Deer Park,TX,Texas
Long Beach,NY,New York
Woodridge,IL,Illinois
Bridgeton,NJ,New Jersey
Greer,SC,South Carolina
Springville,UT,Utah
Saratoga Springs,UT,Utah
Copperas Cove,TX,Texas
American Fork,UT,Utah
Franklin,NJ,New Jersey
Andover,MN,Minnesota
Matthews,NC,North Carolina
Woodstock,GA,Georgia
Florence,KY,Kentucky
Northbrook,IL,Illinois
West Little River,FL,Florida
Fair Lawn,NJ,New Jersey
St. Charles,IL,Illinois
Huntington Station,NY,New York
Fairmont,WV,West Virginia
Ridgecrest,CA,California
Massillon,OH,Ohio
Spanaway,WA,Washington
Starkville,MS,Mississippi
Harker Heights,TX,Texas
Elk Grove Village,IL,Illinois
Kaysville,UT,Utah
Lawndale,CA,California
Southlake,TX,Texas
Ferry Pass,FL,Florida
Savage,MN,Minnesota
Des Moines,WA,Washington
Bethel Park,PA,Pennsylvania
Princeton,FL,Florida
Dania Beach,FL,Florida
Spring Valley,NY,New York
Bowling Green,OH,Ohio
Springfield,VA,Virginia
East Lake,FL,Florida
College Park,MD,Maryland
Coos Bay,OR,Oregon
Smithfield,NC,North Carolina
Rome,NY,New York
Clearfield,UT,Utah
Liberty,MO,Missouri
Eastpointe,MI,Michigan
Franklin Square,NY,New York
Pekin,IL,Illinois
Westlake,OH,Ohio
Uniondale,NY,New York
Chillicothe,OH,Ohio
La Verne,CA,California
Juneau,AK,Alaska
Prairieville,LA,Louisiana
Placerville,CA,California
Bel Air North,MD,Maryland
Redan,GA,Georgia
Martinsville,VA,Virginia
Pueblo West,CO,Colorado
Garfield,NJ,New Jersey
Fallbrook,CA,California
Spring Valley,CA,California
Hopkinsville,KY,Kentucky
Rochester,NH,New Hampshire
South Riding,VA,Virginia
Centereach,NY,New York
Milledgeville,GA,Georgia
Syracuse,UT,Utah
Parkville,MD,Maryland
Sherwood,AR,Arkansas
Garner,NC,North Carolina
Key West,FL,Florida
Miami Lakes,FL,Florida
Petersburg,VA,Virginia
North Olmsted,OH,Ohio
Kahului,HI,Hawaii
Wheat Ridge,CO,Colorado
Fruit Cove,FL,Florida
Cibolo,TX,Texas
Alliance,OH,Ohio
Banning,CA,California
Laguna Hills,CA,California
Central Islip,NY,New York
Athens,AL,Alabama
Princeton,NJ,New Jersey
Orcutt,CA,California
Naugatuck,CT,Connecticut
Eldersburg,MD,Maryland
Columbus,MS,Mississippi
Mundelein,IL,Illinois
Fair Oaks,CA,California
San Pablo,CA,California
Rexburg,ID,Idaho
Nogales,AZ,Arizona
Nicholasville,KY,Kentucky
Goleta,CA,California
Opelika,AL,Alabama
Algonquin,IL,Illinois
Marrero,LA,Louisiana
Burlingame,CA,California
Aiken,SC,South Carolina
Lawrenceville,GA,Georgia
Winter Park,FL,Florida
Lake Magdalene,FL,Florida
Fitchburg,WI,Wisconsin
Granger,IN,Indiana
Wooster,OH,Ohio
Fountain,CO,Colorado
Brooklyn Center,MN,Minnesota
Kerrville,TX,Texas
Barstow,CA,California
Oceanside,NY,New York
Canton,GA,Georgia
Auburn,NY,New York
Crown Point,IN,Indiana
Windsor,CO,Colorado
Lakeside,FL,Florida
Gloucester,MA,Massachusetts
Gurnee,IL,Illinois
Orangeburg,SC,South Carolina
Holladay,UT,Utah
Fuquay-Varina,NC,North Carolina
Chamblee,GA,Georgia
Carney,MD,Maryland
Peru,IL,Illinois
Sterling,VA,Virginia
Cornelius,NC,North Carolina
North Tonawanda,NY,New York
Long Branch,NJ,New Jersey
Santa Paula,CA,California
Los Gatos,CA,California
South Lake Tahoe,CA,California
San Carlos,CA,California
Clinton,IA,Iowa
Saratoga,CA,California
Los Altos,CA,California
Ballwin,MO,Missouri
Atascadero,CA,California
North Royalton,OH,Ohio
Somerset,KY,Kentucky
Seguin,TX,Texas
Fortuna Foothills,AZ,Arizona
Milford Mill,MD,Maryland
Pasadena,MD,Maryland
Stockbridge,GA,Georgia
East Liverpool,OH,Ohio
Rahway,NJ,New Jersey
Madison Heights,MI,Michigan
Williston,ND,North Dakota
Bay Shore,NY,New York
Eagle,ID,Idaho
Westchester,FL,Florida
Maryville,TN,Tennessee
Walnut,CA,California
Suisun City,CA,California
Garden City,KS,Kansas
Texarkana,AR,Arkansas
Kent,OH,Ohio
West Falls Church,VA,Virginia
North Chicago,IL,Illinois
Greenville,MS,Mississippi
Duluth,GA,Georgia
Aberdeen,WA,Washington
Winona,MN,Minnesota
O'Fallon,IL,Illinois
Drexel Heights,AZ,Arizona
Ukiah,CA,California
Atwater,CA,California
Golden Gate,FL,Florida
Sanford,ME,Maine
Highland Park,IL,Illinois
Westfield,NJ,New Jersey
Hermiston,OR,Oregon
Oak Park,MI,Michigan
Central,LA,Louisiana
East Lake-Orient Park,FL,Florida
Chicago Heights,IL,Illinois
East Palo Alto,CA,California
Newberg,OR,Oregon
Lewes,DE,Delaware
North Attleborough,MA,Massachusetts
Washington,UT,Utah
Port Chester,NY,New York
Oak Ridge,TN,Tennessee
Crofton,MD,Maryland
Athens,OH,Ohio
Laplace,LA,Louisiana
SeaTac,WA,Washington
Raytown,MO,Missouri
Paragould,AR,Arkansas
Graham,WA,Washington
Southgate,MI,Michigan
Harrison,NY,New York
Niles,IL,Illinois
Fernandina Beach,FL,Florida
Big Spring,TX,Texas
Bella Vista,AR,Arkansas
Milton,PA,Pennsylvania
Morrisville,NC,North Carolina
Greenville,TX,Texas
Casselberry,FL,Florida
Plattsburgh,NY,New York
Wasco,CA,California
South Laurel,MD,Maryland
Fleming Island,FL,Florida
Belle Glade,FL,Florida
Lake in the Hills,IL,Illinois
Agawam,MA,Massachusetts
Shirley,NY,New York
Burton,MI,Michigan
Geneva,NY,New York
Schererville,IN,Indiana
Independence,KY,Kentucky
West Springfield,MA,Massachusetts
Austintown,OH,Ohio
Burlington,IA,Iowa
Shamokin,PA,Pennsylvania
New Iberia,LA,Louisiana
Northampton,MA,Massachusetts
Englewood,NJ,New Jersey
Vineyard,CA,California
Zionsville,IN,Indiana
Short Pump,VA,Virginia
Burbank,IL,Illinois
Lumberton,NC,North Carolina
Perry Hall,MD,Maryland
Aberdeen,SD,South Dakota
Benicia,CA,California
Oakleaf Plantation,FL,Florida
Jacksonville,AR,Arkansas
Winchester,NV,Nevada
Rockledge,FL,Florida
Henderson,KY,Kentucky
Monterey,CA,California
Converse,TX,Texas
Granite City,IL,Illinois
Yukon,OK,Oklahoma
Sonora,CA,California
Melrose,MA,Massachusetts
Mehlville,MO,Missouri
Wisconsin Rapids,WI,Wisconsin
Galt,CA,California
Hutto,TX,Texas
Bixby,OK,Oklahoma
Hobart,IN,Indiana
Drexel Hill,PA,Pennsylvania
Oakdale,MN,Minnesota
Sunbury,PA,Pennsylvania
Summerlin South,NV,Nevada
New Smyrna Beach,FL,Florida
Tualatin,OR,Oregon
Forest Hills,MI,Michigan
Fridley,MN,Minnesota
East Chicago,IN,Indiana
Kirkwood,MO,Missouri
Sanger,CA,California
Morgan City,LA,Louisiana
Ramsey,MN,Minnesota
Ruston,LA,Louisiana
Jeffersontown,KY,Kentucky
Glen Ellyn,IL,Illinois
Isla Vista,CA,California
Ca̱on City,CO,Colorado
Monticello,MN,Minnesota
Ashtabula,OH,Ohio
Temescal Valley,CA,California
Bridgewater,MA,Massachusetts
Mint Hill,NC,North Carolina
Mililani Town,HI,Hawaii
Statesville,NC,North Carolina
Gloversville,NY,New York
Gladstone,MO,Missouri
Deer Park,NY,New York
Fremont,NE,Nebraska
Garfield Heights,OH,Ohio
Imperial Beach,CA,California
Seneca,SC,South Carolina
Florence,AZ,Arizona
Bayonet Point,FL,Florida
Lansing,IL,Illinois
Millville,NJ,New Jersey
Monroeville,PA,Pennsylvania
St. Helens,OR,Oregon
Bergenfield,NJ,New Jersey
Ladera Ranch,CA,California
Horn Lake,MS,Mississippi
Prior Lake,MN,Minnesota
Huntley,IL,Illinois
Maple Valley,WA,Washington
Easton,PA,Pennsylvania
Oak Forest,IL,Illinois
Glen Cove,NY,New York
Indiana,PA,Pennsylvania
Shoreview,MN,Minnesota
Windsor,CA,California
Sterling,IL,Illinois
Dodge City,KS,Kansas
Colleyville,TX,Texas
Wilmette,IL,Illinois
Plum,PA,Pennsylvania
Mount Pleasant,WI,Wisconsin
McHenry,IL,Illinois
Waterville,ME,Maine
Norfolk,NE,Nebraska
Shaker Heights,OH,Ohio
Citrus Park,FL,Florida
Reisterstown,MD,Maryland
Erie,CO,Colorado
Brownsburg,IN,Indiana
Chaska,MN,Minnesota
Ilchester,MD,Maryland
Shelby,NC,North Carolina
Maywood,CA,California
Maryland Heights,MO,Missouri
Magna,UT,Utah
Xenia,OH,Ohio
Belmont,CA,California
Allen Park,MI,Michigan
Mason City,IA,Iowa
New Lenox,IL,Illinois
Hanahan,SC,South Carolina
Kinston,NC,North Carolina
Searcy,AR,Arkansas
New London,CT,Connecticut
West Islip,NY,New York
West Chicago,IL,Illinois
Kiryas Joel,NY,New York
Lemon Grove,CA,California
Lindenhurst,NY,New York
McDonough,GA,Georgia
West Linn,OR,Oregon
Cortland,NY,New York
Lemoore,CA,California
Alvin,TX,Texas
Waynesboro,PA,Pennsylvania
Marshalltown,IA,Iowa
Lebanon,NH,New Hampshire
West Whittier-Los Nietos,CA,California
Leisure City,FL,Florida
Thomasville,NC,North Carolina
Temple Terrace,FL,Florida
Lafayette,CA,California
University Park,FL,Florida
Norco,CA,California
Immokalee,FL,Florida
Vernon Hills,IL,Illinois
Pearl,MS,Mississippi
Bethany,OR,Oregon
Marquette,MI,Michigan
Sedalia,MO,Missouri
Bessemer,AL,Alabama
Plainview,NY,New York
Batavia,IL,Illinois
Garden City,MI,Michigan
Chanhassen,MN,Minnesota
Cabot,AR,Arkansas
Vicksburg,MS,Mississippi
Brawley,CA,California
Neenah,WI,Wisconsin
Snoqualmie,WA,Washington
Troy,OH,Ohio
Hercules,CA,California
Lake City,FL,Florida
Paramus,NJ,New Jersey
Okeechobee,FL,Florida
Soledad,CA,California
Muscatine,IA,Iowa
Boone,NC,North Carolina
Moscow,ID,Idaho
Cliffside Park,NJ,New Jersey
Sebastian,FL,Florida
Northport,AL,Alabama
Natchez,MS,Mississippi
Winchester,KY,Kentucky
Twentynine Palms,CA,California
Holt,MI,Michigan
East St. Louis,IL,Illinois
Sachse,TX,Texas
Paris,TX,Texas
Haines City,FL,Florida
Cave Spring,VA,Virginia
Superior,WI,Wisconsin
West Odessa,TX,Texas
Medina,OH,Ohio
Conway,SC,South Carolina
Barberton,OH,Ohio
Espa̱ola,NM,New Mexico
Dix Hills,NY,New York
Rock Springs,WY,Wyoming
Mercer Island,WA,Washington
Heber,UT,Utah
White Bear Lake,MN,Minnesota
Laurel,MS,Mississippi
Holbrook,NY,New York
Bay Point,CA,California
Woodstock,IL,Illinois
Lochearn,MD,Maryland
Green,OH,Ohio
Cloverleaf,TX,Texas
Owatonna,MN,Minnesota
Decatur,GA,Georgia
Pooler,GA,Georgia
Madison,MS,Mississippi
Lancaster,SC,South Carolina
Ewa Gentry,HI,Hawaii
Laurel,MD,Maryland
Austin,MN,Minnesota
Lockport,IL,Illinois
Franklin,IN,Indiana
South Salt Lake,UT,Utah
Tarpon Springs,FL,Florida
Edgewood,MD,Maryland
San Lorenzo,CA,California
Bluffton,SC,South Carolina
Sevierville,TN,Tennessee
Forest Grove,OR,Oregon
Sun City West,AZ,Arizona
South Portland,ME,Maine
Ruskin,FL,Florida
Denison,TX,Texas
El Cerrito,CA,California
Keystone,FL,Florida
Coral Terrace,FL,Florida
Claremore,OK,Oklahoma
Homewood,AL,Alabama
Farmington,UT,Utah
Columbine,CO,Colorado
South Pasadena,CA,California
Canyon Lake,TX,Texas
Kingsville,TX,Texas
Forest City,NC,North Carolina
Salem,VA,Virginia
Bainbridge Island,WA,Washington
Caledonia,WI,Wisconsin
Champlin,MN,Minnesota
Edwardsville,IL,Illinois
South Bradenton,FL,Florida
Fairland,MD,Maryland
Palm Springs,FL,Florida
